,gender,age_range,race,higher_education,political_party,ideology,trump_approval,monetary_anxiety,fairness_voting,preferential_voting,woman_president_25,universal_healthcare_25,humanity_survival_100,america_survival_100,trump_2020,trump_nuclear,america_vs_russia_50,america_vs_china_50,better_world,political_spectrum_score,time_answered
417,Female,55-64,White,High school or less,Independent,Moderate,Neither approve nor disapprove,Very Often,No,Yes,Yes,No,No,Yes,Not at all likely,Not at all likely,Yes,No,Better World,0,2018-08
418,Male,65+,White,College degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,-1,2018-08
419,Female,65+,Black,High school or less,Democrat,Moderate,DK/REF,Somewhat Often,No,Yes,Yes,Yes,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World,0,2018-08
420,Male,65+,DK/REF,College degree,Independent,Liberal,Strongly Disapprove,Very Often,No,No,Yes,DK/REF,DK/REF,DK/REF,Somewhat Likely,Not at all likely,DK/REF,DK/REF,Better World,1,2018-08
421,Male,65+,White,College degree,Republican,Conservative,Strongly Approve,DK/REF,No,No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,-1,2018-08
422,Female,65+,White,Some college,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,No,DK/REF,DK/REF,DK/REF,Not at all likely,Yes,Yes,DK/REF,-1,2018-08
423,Female,65+,Black,Graduate degree,DK/REF,Moderate,DK/REF,Very Often,No,Yes,Yes,Yes,Yes,DK/REF,Very Likely,Very Likely,No,No,Worse World,0,2018-08
424,Female,55-64,White,Graduate degree,DK/REF,Moderate,DK/REF,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,DK/REF,Not at all likely,No,No,Better World,0,2018-08
425,Male,25-34,White,College degree,Independent,DK/REF,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,DK/REF,2018-08
426,Female,65+,White,High school or less,Democrat,DK/REF,DK/REF,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,DK/REF,Yes,Not at all likely,Somewhat Likely,No,Yes,Worse World,DK/REF,2018-08
427,Male,35-44,White,High school or less,DK/REF,Moderate,Strongly Approve,Very Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,Yes,Very Likely,Not at all likely,Yes,Yes,Worse World,0,2018-08
428,Female,65+,White,College degree,Democrat,Moderate,DK/REF,Somewhat Often,No,No,Yes,DK/REF,No,No,Somewhat Likely,Very Likely,No,Yes,Better World,0,2018-08
429,Female,65+,White,Some college,Independent,Moderate,Strongly Disapprove,Not Very Often,DK/REF,Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World,0,2018-08
430,Female,65+,White,Graduate degree,Independent,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,2018-08
431,Female,65+,White,High school or less,Republican,Conservative,Somewhat Approve,Very Often,"Yes, somewhat confident",Yes,No,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World,-1,2018-08
432,Female,65+,Black,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,No,Not at all likely,Not at all likely,No,No,Worse World,1,2018-08
433,Male,65+,White,Some college,Republican,Liberal,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,1,2018-08
434,Male,65+,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,Yes,No,DK/REF,No,No,Very Likely,DK/REF,DK/REF,Yes,DK/REF,-1,2018-08
435,Female,65+,White,College degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Somewhat Likely,DK/REF,No,Worse World,0,2018-08
436,Female,65+,Black,High school or less,Democrat,DK/REF,Strongly Disapprove,Very Often,No,Yes,No,DK/REF,DK/REF,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World,DK/REF,2018-08
437,Male,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,Yes,No,No,No,Yes,Not at all likely,DK/REF,No,No,Better World,0,2018-08
438,Female,45-54,White,College degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,Yes,Yes,Yes,No,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Worse World,0,2018-08
439,Female,55-64,White,Graduate degree,Independent,DK/REF,Neither approve nor disapprove,Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,DK/REF,2018-08
440,Male,65+,White,Graduate degree,Democrat,Moderate,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,DK/REF,Yes,Yes,Not at all likely,DK/REF,No,No,Better World,0,2018-08
441,Male,25-34,White,Some college,Independent,Moderate,DK/REF,Somewhat Often,"Yes, somewhat confident",Yes,DK/REF,DK/REF,Yes,Yes,DK/REF,DK/REF,DK/REF,No,Better World,0,2018-08
442,Male,55-64,White,College degree,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
443,Female,65+,White,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,No,No,Worse World,1,2018-08
444,Female,65+,White,Some college,Democrat,Conservative,Somewhat Disapprove,Very Often,No,Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World,-1,2018-08
445,Female,65+,White,Some college,Independent,Conservative,Strongly Approve,Not Very Often,No,No,No,Yes,No,No,Very Likely,Somewhat Likely,Yes,Yes,Worse World,-1,2018-08
446,Male,65+,White,College degree,Independent,DK/REF,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World,DK/REF,2018-08
447,Female,45-54,White,High school or less,Republican,Conservative,Strongly Approve,Somewhat Often,No,Yes,Yes,No,Yes,Yes,Very Likely,Somewhat Likely,No,No,Worse World,-1,2018-08
448,Other,45-54,DK/REF,Some college,DK/REF,Moderate,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,No,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World,0,2018-08
449,Male,45-54,White,Some college,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,DK/REF,Very Likely,Very Likely,DK/REF,DK/REF,Worse World,-1,2018-08
450,Female,65+,White,Graduate degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,DK/REF,Yes,DK/REF,Somewhat Likely,Not at all likely,No,No,Worse World,0,2018-08
451,Female,65+,White,High school or less,Republican,DK/REF,DK/REF,Not Very Often,No,No,Yes,Yes,Yes,No,Not at all likely,Not at all likely,Yes,No,Better World,DK/REF,2018-08
452,Female,65+,White,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,DK/REF,Yes,No,No,No,Somewhat Likely,Not at all likely,No,No,DK/REF,1,2018-08
453,Male,55-64,White,Some college,Democrat,Conservative,Strongly Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Better World,-1,2018-08
454,Male,65+,DK/REF,College degree,Independent,DK/REF,DK/REF,Very Often,DK/REF,No,DK/REF,Yes,No,No,DK/REF,DK/REF,DK/REF,DK/REF,Worse World,DK/REF,2018-08
455,Female,65+,Black,High school or less,Independent,Moderate,DK/REF,Very Often,DK/REF,DK/REF,Yes,DK/REF,No,No,DK/REF,DK/REF,Yes,Yes,DK/REF,0,2018-08
456,Female,55-64,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,No,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Worse World,0,2018-08
457,Male,65+,White,College degree,Republican,Conservative,DK/REF,DK/REF,"Yes, very confident",DK/REF,DK/REF,No,DK/REF,DK/REF,Somewhat Likely,Not at all likely,No,No,DK/REF,-1,2018-08
458,Male,25-34,White,College degree,Independent,Moderate,Neither approve nor disapprove,Somewhat Often,"Yes, very confident",No,No,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Better World,0,2018-08
459,Female,18-24,Asian,Some college,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World,1,2018-08
460,Female,55-64,White,College degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,DK/REF,DK/REF,DK/REF,Somewhat Likely,Somewhat Likely,No,No,Worse World,1,2018-08
461,Male,65+,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,DK/REF,Not at all likely,Not at all likely,No,No,Better World,1,2018-08
462,Male,65+,Other,High school or less,Independent,DK/REF,Strongly Approve,DK/REF,"Yes, somewhat confident",No,Yes,DK/REF,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,DK/REF,2018-08
463,Female,65+,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,No,No,Very Likely,Not at all likely,No,Yes,Worse World,-1,2018-08
464,Male,25-34,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,0,2018-08
465,Female,55-64,White,Some college,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,No,Somewhat Likely,Not at all likely,No,No,Better World,-1,2018-08
466,Male,65+,White,College degree,Republican,Conservative,Neither approve nor disapprove,Not Very Often,"Yes, very confident",No,Yes,No,No,No,Somewhat Likely,Not at all likely,No,No,Worse World,-1,2018-08
467,Female,45-54,Latino,High school or less,Independent,Conservative,Neither approve nor disapprove,Not Very Often,No,Yes,No,Yes,No,No,Not at all likely,Not at all likely,Yes,DK/REF,Better World,-1,2018-08
468,Male,45-54,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,No,Somewhat Likely,Not at all likely,No,No,Worse World,-1,2018-08
469,Female,35-44,White,Graduate degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,0,2018-08
470,Male,45-54,Black,High school or less,Democrat,DK/REF,Somewhat Disapprove,Very Often,"Yes, very confident",Yes,Yes,Yes,DK/REF,Yes,Not at all likely,Not at all likely,No,No,Better World,DK/REF,2018-08
471,Female,55-64,White,Some college,DK/REF,Moderate,Strongly Approve,Somewhat Often,No,Yes,No,Yes,No,No,Very Likely,Not at all likely,No,No,Better World,0,2018-08
472,Male,65+,White,DK/REF,DK/REF,Moderate,DK/REF,Not Very Often,DK/REF,DK/REF,DK/REF,DK/REF,Yes,No,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,0,2018-08
473,Female,55-64,White,College degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,1,2018-08
474,Female,35-44,White,College degree,Independent,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World,0,2018-08
475,Female,25-34,Latino,College degree,Independent,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,0,2018-08
476,Female,55-64,White,Some college,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,Yes,No,Yes,No,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
477,Male,45-54,White,Some college,Republican,Moderate,Strongly Approve,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,No,No,Very Likely,Not at all likely,No,No,Worse World,0,2018-08
478,Male,35-44,White,College degree,Independent,Moderate,Somewhat Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,2018-08
479,Female,65+,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,Yes,No,Yes,Very Likely,Not at all likely,No,No,Worse World,-1,2018-08
480,Female,65+,White,College degree,Republican,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,Yes,DK/REF,1,2018-08
481,Female,55-64,Latino,College degree,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,-1,2018-08
482,Female,25-34,White,College degree,Independent,Moderate,Somewhat Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World,0,2018-08
483,Female,45-54,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Very Likely,Yes,Yes,Worse World,1,2018-08
484,Male,45-54,Latino,High school or less,Democrat,Liberal,Strongly Disapprove,Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World,1,2018-08
485,Male,35-44,Black,Some college,Independent,Liberal,Somewhat Disapprove,Not Very Often,No,Yes,No,No,Yes,Yes,Somewhat Likely,Very Likely,Yes,Yes,Better World,1,2018-08
486,Female,45-54,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Worse World,0,2018-08
487,Male,18-24,Black,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,Yes,Yes,Better World,0,2018-08
488,Female,65+,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,DK/REF,Worse World,-1,2018-08
489,Female,65+,White,College degree,Independent,Liberal,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World,1,2018-08
490,Male,65+,White,High school or less,Independent,Conservative,Neither approve nor disapprove,Very Often,"Yes, very confident",Yes,Yes,No,No,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World,-1,2018-08
491,Male,35-44,White,College degree,Republican,Moderate,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,2018-08
492,Female,65+,Black,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,No,No,No,Not at all likely,Not at all likely,No,No,Worse World,0,2018-08
493,Male,35-44,White,Graduate degree,Republican,Moderate,Somewhat Approve,Somewhat Often,DK/REF,Yes,DK/REF,Yes,Yes,Yes,DK/REF,Somewhat Likely,No,DK/REF,Better World,0,2018-08
494,Male,65+,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
495,Female,35-44,Asian,College degree,Republican,Conservative,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Better World,-1,2018-08
496,Female,65+,White,High school or less,Independent,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World,0,2018-08
497,Male,65+,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,Yes,Yes,DK/REF,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
498,Female,45-54,White,College degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World,0,2018-08
499,Male,55-64,White,College degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World,-1,2018-08
500,Male,55-64,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",Yes,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
501,Female,65+,Black,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,No,No,Somewhat Likely,Somewhat Likely,Yes,No,Better World,0,2018-08
502,Male,65+,White,Graduate degree,Independent,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Better World,-1,2018-08
503,Female,45-54,White,High school or less,Independent,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World,0,2018-08
504,Male,25-34,DK/REF,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,Yes,Yes,Worse World,-1,2018-08
505,Male,65+,White,Some college,Independent,DK/REF,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,Yes,DK/REF,No,Not at all likely,Very Likely,DK/REF,DK/REF,Better World,DK/REF,2018-08
506,Other,65+,DK/REF,High school or less,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,DK/REF,2018-08
507,DK/REF,18-24,Black,High school or less,Independent,DK/REF,Strongly Approve,Very Often,"Yes, somewhat confident",No,No,No,No,No,Very Likely,Very Likely,Yes,No,Worse World,DK/REF,2018-08
508,Male,65+,Other,Some college,Independent,Moderate,Neither approve nor disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,No,No,Worse World,0,2018-08
509,Female,35-44,Black,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,Yes,No,Worse World,1,2018-08
510,Male,25-34,Black,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",DK/REF,No,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
511,Male,45-54,Latino,High school or less,Democrat,Conservative,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,Yes,Yes,Worse World,-1,2018-08
512,Female,55-64,Black,Graduate degree,Independent,Moderate,Neither approve nor disapprove,Not Very Often,No,No,Yes,Yes,Yes,DK/REF,Not at all likely,Not at all likely,No,No,Worse World,0,2018-08
513,Female,65+,White,High school or less,Independent,Liberal,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Not at all likely,DK/REF,No,No,DK/REF,1,2018-08
514,Female,45-54,White,College degree,Independent,Liberal,Neither approve nor disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,1,2018-08
515,Male,65+,White,College degree,Independent,Moderate,DK/REF,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,0,2018-08
516,Female,25-34,Asian,College degree,Democrat,Liberal,DK/REF,Somewhat Often,No,Yes,No,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,1,2018-08
517,Female,55-64,White,Some college,Independent,Moderate,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World,0,2018-08
518,Male,45-54,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,2018-08
519,Female,65+,White,High school or less,Democrat,Liberal,Somewhat Disapprove,Very Often,No,No,No,No,No,No,Somewhat Likely,Very Likely,No,Yes,Better World,1,2018-08
520,Female,65+,Black,Graduate degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,No,No,No,Somewhat Likely,Somewhat Likely,DK/REF,Yes,Worse World,1,2018-08
521,Male,25-34,White,Graduate degree,Republican,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,0,2018-08
522,Female,65+,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,No,Yes,Better World,0,2018-08
523,Female,65+,White,College degree,Independent,Conservative,Strongly Approve,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
524,Male,55-64,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,-1,2018-08
525,Female,55-64,Black,Some college,Democrat,Conservative,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,-1,2018-08
526,Female,35-44,White,College degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Better World,1,2018-08
527,Female,65+,White,College degree,Republican,Moderate,Somewhat Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,No,Yes,Worse World,0,2018-08
528,Male,55-64,White,Other,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,No,No,Somewhat Likely,Not at all likely,No,No,Better World,-1,2018-08
529,Female,65+,White,Graduate degree,Republican,Conservative,Strongly Approve,Very Often,"Yes, somewhat confident",No,No,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,2018-08
530,Female,18-24,Black,High school or less,DK/REF,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,No,Not at all likely,Very Likely,No,No,Worse World,0,2018-08
531,Male,45-54,Black,College degree,DK/REF,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,2018-08
532,Male,55-64,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Very Likely,No,Yes,Worse World,0,2018-08
533,Male,65+,Other,Graduate degree,Independent,Moderate,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,DK/REF,0,2018-08
534,Female,55-64,White,College degree,Republican,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, very confident",No,Yes,No,No,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World,0,2018-08
535,Female,25-34,Black,Some college,Democrat,Conservative,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Better World,-1,2018-08
536,Male,45-54,Latino,College degree,DK/REF,Conservative,Strongly Disapprove,Not Very Often,No,Yes,Yes,DK/REF,Yes,Yes,DK/REF,Not at all likely,No,No,Worse World,-1,2018-08
537,Female,65+,White,Some college,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World,-1,2018-08
538,Female,18-24,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World,0,2018-08
539,Female,55-64,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World,1,2018-08
540,Male,45-54,White,College degree,Democrat,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,2018-08
541,Female,45-54,White,Some college,Republican,Conservative,DK/REF,Somewhat Often,"Yes, very confident",DK/REF,Yes,No,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World,-1,2018-08
542,Male,55-64,White,High school or less,Democrat,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World,0,2018-08
543,Male,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,-1,2018-08
544,Female,35-44,White,College degree,Independent,Conservative,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,Yes,Yes,Worse World,-1,2018-08
545,Female,45-54,White,Graduate degree,Independent,Moderate,Somewhat Disapprove,Very Often,No,Yes,Yes,No,Yes,No,Not at all likely,Not at all likely,No,No,Worse World,0,2018-08
546,Female,65+,White,High school or less,Independent,Moderate,DK/REF,Somewhat Often,No,No,No,No,No,Yes,Not at all likely,Somewhat Likely,Yes,No,Worse World,0,2018-08
547,Female,65+,White,Some college,Independent,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Better World,0,2018-08
548,Female,65+,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,1,2018-08
549,Female,35-44,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,DK/REF,Somewhat Likely,No,No,Worse World,1,2018-08
550,Female,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,No,No,No,No,Not at all likely,Not at all likely,No,No,Worse World,0,2018-08
551,Female,65+,White,Some college,Independent,Moderate,Somewhat Disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,DK/REF,0,2018-08
552,Female,18-24,White,High school or less,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Better World,-1,2018-08
553,Female,55-64,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,No,No,Better World,1,2018-08
554,Male,25-34,Other,Some college,Independent,DK/REF,DK/REF,Very Often,DK/REF,DK/REF,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Worse World,DK/REF,2018-08
555,Female,65+,Other,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World,0,2018-08
556,Male,65+,DK/REF,College degree,Independent,Moderate,Somewhat Disapprove,Not Very Often,No,Yes,Yes,Yes,No,Yes,DK/REF,Somewhat Likely,Yes,Yes,Better World,0,2018-08
